,Catégorie,Produit,Prix Habituel,Prix,Description
874, Makanan   Cokelat & Permen   Jelly & Permen Karet , Yupi Candy Gummy Big Frank 32G,,Rp3.900,"KOMPOSISI :
Sirop glukosa, gula, air, bahan penstabil (gelatin sapi), humektan (sorbitol), pengaturs keasaman (asam sitrat, asam laktat), protein, susu, perisa buah-buahan, bahan pelapis: Minyak nabati, pewarna: tartrasin CI 19140 (E102), merah alura CI 16035 (E129).

PLU :
20052776"
875, Makanan   Bahan Kue   Keju , Kraft Cheese Quick Melt 165G,Rp 29.200,Rp24.900,"CARA PENYIMPANAN :
Masukkan lemari es setelah dibuka.

KOMPOSISI :
Air, keju cheddar, minyak nabati, padatan susu, pengemulsi; garam fosfat, mono & digliserida, garam mineral, maltodesktrin, pengatur keasaman; asam laktat, gula, pengawet; kaliun sorbat, Vit A, Vit B, mengandung susu.

OTHER DETAILS :
Kraft cheese quick melt, keju cheddar olahan cepat leleh .

TAKARAN PER KEMASAN :
Sajian per kemasan : 6

TAKARAN PER SERVING :
Energi total 100kkal, energi dari lemak 60kkal, lemak total 7g, lemak jenuh 4.5g, protein 5g, karbohidrat total 4g, gula, 1g, natrium 370mg, Vit A 40%, kalsium 20%.

TAKARAN SAJI :
Takaran saji : 30g

PLU :
20023912"
876, Makanan   Bahan Masakan   Bumbu Masak   Kecap & Saus   Kecap , Indofood Kecap Refill Manis 520Ml,Rp 15.700,Rp14.500,"KOMPOSISI :
Gula, air, gula aren (10%), sari kedelai (hitam 3%, kuning 2% mengandung gandum), garam, rempah-rempah.

OTHER DETAILS :
Kecap indofood dibuat dengan perpaduan sari kedelai asli dan gula aren murni untuk menghasilkan kualitas kecap manis yang kental, gurih dan kaya rasa.

PLU :
10016646"
877, Kesehatan & Kecantikan   Perawatan Badan   Badan   Sabun Batang , Nuvo Sabun Kesehatan Family Cool 3X76g,,Rp6.400,"KOMPOSISI :
Coconut oil, palm oil, caustic soda, perfume, glycerin, cooling agent, TCC, triclosan, titanium dioxide, CI 42051, water.

OTHER DETAILS :
Sabun Nuvo dengan double strength.

PLU :
20063696"
878, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Sgm Soya 1+ Eksplor Pro-Gressmaxx Vanila 700G,Rp 97.900,Rp91.000,"CARA PENGGUNAAN :
Rebus air minum sampai mendidih, diamkan sampai hangat. Kemudian tungkan sebanyak 180ml ke dalam gelas. Masukan 4 sensok makan (40g) sgm eksplor soya kedalam gelas. Aduk sampai larut

KOMPOSISI :
Maltodekstrin, isolat protein kedelai, campuran minyak nabati (mengandung antioksidan dl alfa tokoferol dan askorbil palmitat), sukrosa, bubuk madu, inulin, 9 mineral, DHA mengandung antioksidan tokoferol alami), perisa identik alami vanila, premiks vitamin, L-metionin, asam sitrat, taurin, L-karitin.

OTHER DETAILS :
SGM eksplor soya presinutri anak usia 1-5 tahun, susu pertumbuhan formula dengan isolat protein kedelai rasa vanila.

PERHATIAN :
Tidak cocok untuk bayi dibawah 12 bulan

TAKARAN PER KEMASAN :
Sajian per kemasan: 17

TAKARAN PER SERVING :
Energi total 170kkal, energi dari lemak 40kkal, Lemak total 4g, Asam linoleat 560mg, asam linolenat 56mg, protein 4g, karbohidrat total 29g, inulin 920mg, gula total 18g, sukrosa 3g, natrium 50mg. %AKG: protein 12%, vitamin A 40%, vitamin C 50%, vitamin D3 60%, vitamin E 50%, vitamin K 40%, vitamin B1 25%, vitamin B2 25%, vitamin B3 30%, vitamin B5 25%, vitamin B6 25%, vitamin B9 15%, vitamin B12 25% kalsium 25%, fosfor 25%, magnesium 15%, zat besi 40%, zinc 30%, mangan 4%, iodium 40%, selenium 15%. Per sajian mengandung: DHA 8.4mg, kolin 7.2mg, biotin 4.4mcg, kalium 136mg, klorida 86mg, tembaga 156mcg.

TAKARAN SAJI :
Takaran saji: 40g

PLU :
20065379"
879, Ibu & Anak   Popok Bayi   Size M , Merries Pants Good Skin 34'S Medium,Rp 69.800,Rp57.400,"BERAT :
1060g

CARA PENGGUNAAN :
BAGIAN DEPAN POPOK BERTULISKAN 'FRONT/DEPAN'. PAKAIKAN SEPERTI CELANA, LALU TARIK HINGGA MENUTUPI PUSAR. RAPIKAN BAGIAN SEKITAR PAHA AGAR TIDAK TERLIPAT KE DALAM

CARA PENYIMPANAN :
SIMPANLAH POPOK DITEMPAT YANG SEJUK DAN KRING SERTA JAUHKAN DARI JANGKAUAN ANAK-ANAK.

MATERIAL :
Non woven, polymer (27.6%), pulp, tissue, hotmelt, back sheet, gather.

MERK :
MERRIES

NAMA :
PANTS GOOD SKIN 34'S BAG MEDIUM

PERHATIAN :
BILA MENGALAMI MALASAH KULIT, HENTIKAN PEMAKAIAN POPOK DAN KONSULTASIKAN DENGAN DOKTER.

SIZE :
MEDIUM

PLU :
20070711"
880, Makanan   Bahan Masakan   Bumbu Masak   Garam & Bumbu , Kobe Tepung Bumbu Kentucky Super Crispy 210G,Rp 6.600,Rp4.000,"KOMPOSISI :
Tepung Terigu, Tepung Tapioka, Garam, Penguat Rasa (Mononatrium L-Glutamat, Dinatrium 5'-Inosinat, Dinatrium 5'-Guanilat), Bawamh putih bubuk, Pengembang (Natrium Bikarbonat), Gula Kastor, Bawang Bombay Bubuk, Ekstrak Daging Ayam, Kunyit Bubuk, Ketumbar Bubuk

PLU :
20052439"
881, Ibu & Anak   Popok Bayi   Size L , Merries Pants Good Skin 30'S Large,Rp 69.800,Rp57.400,"BERAT :
1015g

CARA PENGGUNAAN :
BAGIAN DEPAN POPOK BERTULISKAN 'FRONT/DEPAN'. PAKAIKAN SEPERTI CELANA, LALU TARIK HINGGA MENUTUPI PUSAR. RAPIKAN BAGIAN SEKITAR PAHA AGAR TIDAK TERLIPAT KE DALAM

CARA PENYIMPANAN :
SIMPANLAH POPOK DITEMPAT YANG SEJUK DAN KRING SERTA JAUHKAN DARI JANGKAUAN ANAK-ANAK.

MATERIAL :
Non woven, polymer (28.9%), pulp, tissue, hotmelt, back sheet, gather.

MERK :
MERRIES

NAMA :
PANTS GOOD SKIN 30'S BAG LARGE

PERHATIAN :
BILA MENGALAMI MALASAH KULIT, HENTIKAN PEMAKAIAN POPOK DAN KONSULTASIKAN DENGAN DOKTER.

SIZE :
Large

PLU :
20070712"
882, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Morinaga Chil Kid Susu Platinum 3 Moricare Vanila 800G,Rp 270.500,Rp251.900,"CARA PENGGUNAAN :
1. Tuangkan 180mL air matang hangat (40'C) kedalam botol atau gelas bersih, 2. Tambahkan 5 sendok takar peres bubuk susu dengan menggunakan sendok takar yang tersedia, 3. Kocok atau aduk susu sampai larut dengan baik dan periksalah suhu susu yang telah larut, 4. Segera konsumsi susu setelah dilarutkan dan sisa susu harus dibuang jika tidak diminum lebih dari 2 jam setelah dilarutkan.

CARA PENYIMPANAN :
Simpan ditempat yang sejuk, kering, bersih, dan hindari terkena langsung sinar matahari, jangan simpan bubuk susu dalam lemari pendingin.

KOMPOSISI :
Susu skim, bubuk whey terdemineralisasi, maltodekstrin, minyak nabati, sukrosa, konsentrat whey protein, lemak susu, natrium kasenat, DHA, laktuosa, AA, perisa identik alami vanila, pengemulsi lesitin kedelai, taurin, lactoferin, nukleotida, bifidobacterium longum BB536, bifidobacterium breve M-16V, mineral dan vitamin.

OTHER DETAILS :
Chil-Kid 3 Platinum Vanila merupakan susu pertumbuhan anak berusia 1-3 tahun yang mengandung probiotik dan laktulosa yang penting dibutuhkan untuk pencernaan sibuah hati. Probiotik adalah bakteri baik yang dibutuhkan oleh tubuh sehingga dapat membantu pen

PERHATIAN :
Morinaga chil kid tidak cocok untuk bayi berusia dibawah 1 tahun.

TAKARAN PER KEMASAN :
sajian per kemasan : 25

TAKARAN PER SERVING :
Energi total 150kkal, energi dari lemak 50kkal, Lemak total 6g, Protein 5g, Karbohidrat Total 19g, sukrosa 3g, Natrium 80mg, Kalium 218mg. %AKG : Protein 15%, vitamin A 35%, vitamin C 40%, vitamin D 40%, vitamin E 35%, vitamin K 30%, vitamin B1 30%, vitamin B2 40%, niasin 30%, vitamin B6 30%, vitamin B12 50%, asam folat 25%, asam pantotenat 30%, kalsium 40%, besi 30%, fosfor 25%, magnesium 30%, seng 25%, yodium 35%, selenium 30%. Per sajian mengandung : AA 3.2mg, DHA 3.2mg, Asam Alfa-Linolenat (AAL) 96mg, Asam Linoleat (AL) 0.67g, laktoferin 6.4mg, laktulosa 96mg, biotin 6.4*g, B-Karoten 14*g, Kolin 19mg, klorida 128mg, mangan 24*g, Tembaga 96*g

TAKARAN SAJI :
5 sendok takar : 32g

PLU :
20060290"
883, Ibu & Anak   Makanan & Susu Bayi   Susu Balita , Morinaga Chil Kid Susu Platinum 3 Moricare Madu 800G,Rp 270.500,Rp251.900,"CARA PENGGUNAAN :
1. Tuangkan 180mL air matang hangat (40'C) kedalam botol atau gelas bersih, 2. Tambahkan 5 sendok takar peres bubuk susu dengan menggunakan sendok takar yang tersedia, 3. Kocok atau aduk susu sampai larut dengan baik dan periksalah suhu susu yang telah larut, 4. Segera konsumsi susu setelah dilarutkan dan sisa susu harus dibuang jika tidak diminum lebih dari 2 jam setelah dilarutkan.

CARA PENYIMPANAN :
simpan ditempat yang sejuk, kering, bersih, dan hindari terkena langsung sinar matahari, jangan simpan bubuk susu dalam lemari pendingin.

KOMPOSISI :
Susu Skim, Bubuk Whey terdemineralisasi, Maltodekstrin, Minyak Nabati, Sukrosa, Konsentrat Whey Protein, Lemak Susu, Natrium Kaseinat, Prebiotik Laktulosa, Perisa (vanila, madu), DHA, Lesitin Kedelai, AA, Bubuk Madu, Probiotik (bifidobacterium longum BB536 & Bifidobacterium breve M-16V), Laktoverin, Nukleotida, Mineral dan Vitamin.

OTHER DETAILS :
Penuhi segala macam asupan nutrisi bagi si kecil yang mulai aktif di usia 1 ? 3 tahun dengan susu pertumbuhan Morinaga Chil Kid Platinum Moricare+. Susu pertumbuhan ini mengandung 12 macam vitamin dan 9 mineral.

PERHATIAN :
Morinaga chil kid tidak cocok untuk bayi berusia dibawah 1 tahun.

TAKARAN PER KEMASAN :
sajian per kemasan : 25

TAKARAN PER SERVING :
Energi total 150kkal, energi dari lemak 50kkal, Lemak total 6g, Protein 5g, Karbohidrat Total 19g, sukrosa 2.5g, Natrium 80mg, Kalium 218mg. %AKG : Protein 15%, vitamin A 35%, vitamin C 40%, vitamin D 40%, vitamin E 35%, vitamin K 30%, vitamin B1 30%, vitamin B2 40%, niasin 30%, vitamin B6 30%, vitamin B12 50%, asam folat 25%, asam pantotenat 30%, kalsium 40%, besi 30%, fosfor 25%, magnesium 30%, seng 25%, yodium 35%, selenium 30%. Per sajian mengandung : AA 3.2mg, DHA 3.2mg, Asam Alfa-Linolenat (AAL) 96mg, Asam Linoleat (AL) 0.67g, laktoferin 6.4mg, laktulosa 96mg, biotin 6.4*g, B-Karoten 14*g, Kolin 19mg, klorida 128mg, mangan 24*g, Tembaga 96*g

TAKARAN SAJI :
5 sendok takar : 32g

PLU :
20060291"
884, Makanan   Bahan Kue   Tepung Instan , Nutricake Instant Cake Brownies Chocolate 230G,Rp 14.000,Rp10.000,"CARA PENGGUNAAN :
Campurkan nutricake brownies dengan sebutir telur, 100g mentega dicairkan /100ml minyak sayur dan 25ml air, lalu aduk. Tuangkan adonan yang sudah diaduk rata ke dalam loyang yang telah diolesi margarin. Panggang dengan suhu 175 C selama 35menit atau kukus selama 30menit. Nutricake brownies siap dinikmati.

KOMPOSISI :
Gula, tepung terigu, coklat bubuk, susu bubuk, coklat hitam compound butir, pengemulsi nabati, pengembang.

OTHER DETAILS :
Mom's recipe nutricake premiks brownies kukus panggang rasa coklat, dengan cokelat hitam compound butir asli.

TAKARAN PER KEMASAN :
Sajian per kemasan: 6

TAKARAN PER SERVING :
Energi total 150kkal, energi dari lemak 10kkal, lemak total 1g, protein 3g, karbohidrat total 32g, gula 15g, natrium 85mg.

TAKARAN SAJI :
Takaran saji : 40g

PLU :
20071511"
885, Minuman   Susu   Susu Cair , Nutrive Minuman Benecol Lychhe 100Ml,,Rp8.200,"CARA PENGGUNAAN :
Kocok dahuu sebelum diminum.

CARA PENYIMPANAN :
Simpan di lemari pendingin.

KOMPOSISI :
Air, isomaltulosa, plant stanol ester, susu skim bubuk, penstabil nabati, konsentrat leci, pengemulsi nabati, pengatur keasaman sitrat, pemanis buatan sukralosa, perisa artifisial leci, antioksidan tokoferol.

OTHER DETAILS :
Nutrive benecol benefit reduce cholesterol, minuman susu rasa leci, dengan plant stanol ester membantu menurunkan kolesterol, membantu menurunkan risiko penyakit jantung koroner.

TAKARAN PER KEMASAN :
Sajian per kemasan : 1

TAKARAN PER SERVING :
Energi total 80kkal, energi dari lemak 20kkal, lemak total 2g, protein 1g, karbohidrat total 15, gula 6g, natrium 55mg.

TAKARAN SAJI :
Takaran saji : 100ml

PLU :
20071510"
886, Makanan   Bahan Masakan   Bumbu Masak   Kecap & Saus , Indofood Sambal Pedas 275Ml,Rp 11.100,Rp9.800,"KOMPOSISI :
Air, cabai, gula, garam, pengental nabati, bumbu & rempah - rempah, pengatur keasaman, perisa alami, pengawet (natrium benzoat, natrium metabisulfit).

OTHER DETAILS :
Indofood sambal pedas, enak dinikmati dengan segala jenis makanan.

PLU :
20015850"
887, Minuman   Susu   Susu Cair , Nutrive Minuman Benecol No Sugar Strawberry 100Ml,,Rp8.200,"KOMPOSISI :
Air, isomaltulose, plant stanol ester, susu skim bubuk, penstabil nabati (gum selulosa, pektin), konsentrat blackcurrant, pengemulsi nabati (ester dari asam diasetil dan mono digliserida), pengatur keasaman asam sitrat, konsentrat stroberi 0.12%, perisa identik alami stroberi, pemanis buatan sukralosa (12.08mg/saji), natrium klorida, antioksidan tokoferol, pewarna makanan karmoisin CI 14720 dan biru berlian CI 42090.

OTHER DETAILS :
Cegah kolestrol dan diabetes dengan cara yang mudah dan enak bersama Nutrive Benecol Strawberry Non Sugar 100ml karena diformulasikan secara khusus dengan plant stanol ester (PSE) dan tanpa tambahan gula pasir.

TAKARAN PER KEMASAN :
Sajian per kemasan: 1

TAKARAN PER SERVING :
Energi total 50kkal, energi dari lemak 20kkal. % AKG: Lemak total 2g, protein 1g, karbohidrat total 7g, gula 7g, natrium 15mg.

TAKARAN SAJI :
Takaran saji: 100mL

PLU :
20055226"
888, Minuman   Susu   Susu Cair , Nutrive Minuman Benecol No Sugar Blackcurrant 100Ml,,Rp8.200,"KOMPOSISI :
Air, isomaltulose, plant stanol ester, susu skim bubuk, penstabil nabati (gum selulosa, pektin), konsentrat blackcurrant, pengatur keasaman asam sitrat, pengemulsi nabati (ester dari asam diasetil tetrat dan mono digliserida), perisa identik alami blackcurrant, pemanis buatan sukralosa (13mg/saji), natrium klorida, antioksidan tokoferol, pewarna makanan karmoisin CI 14720 dan biru berlian CI 42090.

OTHER DETAILS :
Cegah kolestrol dan diabetes dengan cara yang mudah dan enak bersama Nutrive Benecol Blackcurrant Non Sugar 100ml karena diformulasikan secara khusus dengan plant stanol ester (PSE) dan tanpa tambahan gula pasir.

TAKARAN PER KEMASAN :
Sajian per kemasan: 1

TAKARAN PER SERVING :
Energi total 50kkal, energi dari lemak 20kkal. % AKG: Lemak total 2g, protein 1g, karbohidrat total 8g, gula 7g, natrium 30mg.

TAKARAN SAJI :
Takaran saji: 100mL

PLU :
20038425"
889, Produk Segar   Aneka Roti   Roti Manis , Mr.Bread Roti Kasur 4'S Coklat Susu,,Rp13.500,"CARA PENYIMPANAN :
Simpan di Tempat Sejuk dan Kering

KOMPOSISI :
Tepung terigu, air, es, krim susu, pasta cokelat, gula, susu bubuk, ragi, lemak reroti nabati, garam, perlakuan tepung dan pengawet kalsium propionat.

PERHATIAN :
Jangan Diterima Bila Kemasan Rusak

TAKARAN SAJI :
180 gram

PLU :
20070168"
890, Kesehatan & Kecantikan   Perawatan Badan   Badan   Sabun Batang , Shinzu'i Sabun Mandi Skin Lightening Matsu 3X110g,,Rp15.500,"KOMPOSISI :
Palm Oil, Palm Acid, Palm Kernel Oil, Sodium Hydroxide

PLU :
20070713"
891, Kesehatan & Kecantikan   Kosmetik   Bibir , Purbasari Lipstick Color Matte 90 2.6g,Rp 35.500,Rp28.400,"CARA PENYIMPANAN :
Simpan ditempat kering dan hindarkan dari sinar matahari langsung.

KOMPOSISI :
Octyldodecyl stearate, cyclomethicone, methyl methacrylate crosspolymer, octyldodecanol, dimethicone, beeswax, candelilla cera extract, copernicia cerifera cera, mica, ozokerite, propylparabem\n, tocopheryl acetate, squalane, BHT, parfume, May contain: CI77891, CI77491, CI77492, CI77499, CI15850, CI15850:1, CI15850:2, CI45410:2, CI19140:1, CI15985:1, CI42090.

OTHER DETAILS :
Purbasari lipstick color matte 90, Ringan dan tahan lama. Inovasi terbaru dengan pelembab.

PLU :
20070700"
892, Kesehatan & Kecantikan   Kosmetik   Bibir , Purbasari Lipstick Color Matte 88 2.6g,Rp 35.500,Rp28.400,"CARA PENYIMPANAN :
Simpan ditempat kering dan hindarkan dari sinar matahari langsung.

KOMPOSISI :
Octyldodecyl stearate, cyclomethicone, methyl methacrylate crosspolymer, octyldodecanol, dimethicone, beeswax, candelilla cera extract, copernicia cerifera cera, mica, ozokerite, propylparabem\n, tocopheryl acetate, squalane, BHT, parfume, May contain: CI77891, CI77491, CI77492, CI77499, CI15850, CI15850:1, CI15850:2, CI45410:2, CI19140:1, CI15985:1, CI42090.

OTHER DETAILS :
Purbasari lipstick color matte 88, Ringan dan tahan lama. Inovasi terbaru dengan pelembab.

PLU :
20070702"
893, Kesehatan & Kecantikan   Perawatan Diri   Popok Dewasa , Lifree Popok Celana Extra 6'S Extralarge,Rp 90.700,Rp73.900,"MERK :
LIFREE

NAMA :
POPOK CELANA EXTRA 6'S BAG EXTRALARGE

PLU :
20070688"
894, Kesehatan & Kecantikan   Perawatan Diri   Popok Dewasa , Lifree Popok Celana Extra 10'S Medium,Rp 90.700,Rp72.900,"MERK :
LIFREE

NAMA :
POPOK CELANA EXTRA 10'S BAG MEDIUM

PLU :
20070687"
895, Kesehatan & Kecantikan   Perawatan Badan   Badan   Lotion , Marina Hand Body Lotion Natural Nutri Fresh 190Ml,Rp 8.900,Rp6.900,"CARA PENGGUNAAN :
Usapkan ke seluruh tubuh secara teratur setelah mandi dan setiap saat diperlukan.

KOMPOSISI :
Aqua (water), stearic acid, isopropyl palmitate, glycerin, avena sativa kernel extract, cetyl alcohol, lactose, tocopheryl acetate, dimethicone, talc, sorbitan caprylate, glycol stearate, stearamide amp, glyceryl stearate, pottasium hydroxide, carbomer, xanthan gum, titanium dioxide, parfum (fragrance), disodium edta, dmdm hydantion, methylparaben, propylparaben, BHT, cellulose, hydroxypropyl methylcellulose, CI77289, CI11680.

OTHER DETAILS :
Marina hand & body lotion natural nutri fresh double nutrient action & more than just vitamin E.

PLU :
20070126"
896, Kesehatan & Kecantikan   Perawatan Diri   Kesehatan Kewanitaan   Pembalut , Laurier Pembalut Wanita 20'S Slim Guard 22.5Cm,Rp 26.900,Rp23.900,"OTHER DETAILS :
Cocok dipakai saat haid normal

PLU :
20016076"
897, Kesehatan & Kecantikan   Kosmetik   Wajah   Masker , Vienna Face Spa Peel Off Mask Purifying Black 15G,Rp 10.200,Rp5.967,"CARA PENGGUNAAN :
Bersihkan wajah dengan perlahan, pakai sekali atau dua kali dalam seminggu dengan olesan yang tipis pada wajah dah leher, hindari daerah mata. Relax dan diamkan 15-20 menit hingga kering. Perlahan angkat masker dengan ditarik dari ujung. Bilas bersih. tidak digunakan pada kulit sensitif dan kulit bermasalah.

KOMPOSISI :
Aqua, polyvinyl alcohol, alcohol denat, pvp, glycerin, butylene glycol, niacinamide, hydrolyzed com starch, hamamelis virginiana leaf extract, aloe barbadensis leaf extract, camellia sinensis leaf extract, silt, malva sylvestris extract, mentha piperita leaf extract, primula veris extract, alchemilla vulgaris extract, veronica officinalis extract, melissa officinalis leaf extract, achillea millefolium extract, allantoin, parfum (fragrance), xanthan gum, ethylhexylglycerin, phenoxyethanol, citric

OTHER DETAILS :
Vienna face spa peel off mask purifying black mud, for oily to normal skin.

PLU :
20070068"
898, Kesehatan & Kecantikan   Kosmetik   Wajah   Masker , Vienna Relaxing Sleeping Face Mask Good Night 15g,,Rp9.800,"CARA PENGGUNAAN :
Gunakan pada wajah dan leher yang telah dibersihkan dan dikeringkan dengan pijatan lembut. Diamkan semalaman dan bilas bersih keesokan harinya. Rasakan kulit tampak segar dan cantik pada pagi hari.

KOMPOSISI :
Water, glycerin, butylene glycol, rose, aloe vera, chamomile, lavender, isononyl isononanoate, caprylic/ capric triglyceride, hydrogenated polydecene, Vit B3, sodium hyaluronate, alcohol, malva sylvestris, pappermint, primula veris extract, alchemilla vulgaris extract, veronica sodium acryloyldimethyl taurate copolymer, cyclopentasiloxane, dimethicone crosspolymer, dimethicone/vinyl dimethicone crosspolymer, dimethiconol, allantoin, trehalose, parfum, disodium rdta CI17200, zea mays strach, micr

OTHER DETAILS :
Vienna relaxing sleeping face mask, good night for all skin types.

PLU :
20070067"
899, Kesehatan & Kecantikan   Perawatan Diri   KB dan Alat Kontrasepsi , Sutra Kondom Fiesta 3'S Max Dotted,Rp 17.000,Rp12.900,"CARA PENYIMPANAN :
Store in a cool, dry place away from direct sunglight.

OTHER DETAILS :
Fiesta max dotted condoms are contoured and contain large love dots to intensify pleasure.

PLU :
20069205"
900, Kesehatan & Kecantikan   Kesehatan   Suplemen Makanan Dan Vitamin   Vitamin Dewasa , Om3heart Fish Oil 30'S,Rp 55.000,Rp27.100,"CARA PENGGUNAAN :
Konsumsi 1-2 kapsul sehari setelah makan.

CARA PENYIMPANAN :
Simpan ditempat kering dan sejuk.

KOMPOSISI :
Halal gelatin, glycerin (vegetable), purifield water.

OTHER DETAILS :
Om3heart mini capsules Suplemen makanan, Omega 3 natural fish oil. Memelihara kesehatan jantung.

PLU :
20069648"
901, Minuman   Kopi   Kopi Bubuk/ Biji , Abc Kopi Instant White Coffee 10X20g,Rp 12.800,Rp9.500,"KOMPOSISI :
Gula, krimer nabati, kopi instant (7.5%), perisa identik alami kopi, coklat bubuk.

TAKARAN PER KEMASAN :
Sajian per kemasan: 10

TAKARAN PER SERVING :
Energi total 90kkal, energi dari lemak 20kkal. % AKG: Lemak total 2g, lemak jenuh 2g, lemak trans 0g, kolesterol 0mg, protein 1g, karbohidrat total 16g, serat pangan 1g, gula 11g, natrium 0mg, kalium 0mg. VItamin A 0%, vitamin C 4%, kalsium 0%, zat besi 0%.

TAKARAN SAJI :
Takaran saji 1sct: 20g

PLU :
20050106"
